Project Full Code,Activity Name,Quantity,Input Type,Section,Drilled Meters
P5013,P5013 ‣ Capping Beam ‣ 0,12,Actual,,
P452,P452 ‣ Secant Pile ‣ 0,11,Actual,1,121
P487,P487 ‣ Capping Beam ‣ 4,12,Actual,1,
P487,P487 ‣ Secant Pile ‣ 2,12,Actual,1,108
P487,P487 ‣ Secant Pile ‣ 2,1,Actual,1`,9
P495,P495 ‣ Secant Pile ‣ 0,6,Actual,2,55
P5013,P5013 ‣ Supply of Concrete Panel ‣ 0,85,Actual,,
P466-F09,P466-F09 ‣ Secant Pile ‣ 0,5,Actual,sec1-1(257-254-251-248-245)Hard,75
P5003-S,P5003-S ‣ Secant Pile ‣ 2,5,Actual,"Sec 1-1 3soft , 2hard",132
P480,P480 ‣ C.Piles 600mm ‣ 0,0,Actual,ALL,
P480,P480 ‣ C.Piles 900mm ‣ 0,0,Actual,ALL,
P479,P479 ‣ Supply & Installation of Concrete Panels ‣ 0,10,Actual,1,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P4-C,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P3-A,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P4-A,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 4,8,Actual,2a`,
P495,P495 ‣ Secant Pile ‣ 0,7,Actual,2,55
P498,P498 ‣ Vibro Compaction ‣ 0,27,Actual,1,432
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,1,Actual,Sp4,30
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,6,Actual,P1,182.4
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,1,Actual,P7,26.5
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,11,Actual,P2,383
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,4,Actual,P3,143.6
P5004-72-P,P5004-72-P ‣ C.Piles 1000mm ‣ 1,1,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 1000mm ‣ 1,2,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 700mm ‣ 2,2,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 1000mm ‣ 2,1,Actual,,
P5008-S,P5008-S ‣ Mobilization ‣ 0,1,Actual,,
P487,P487 ‣ Secant Pile ‣ 2,7,Actual,1,63
P495,P495 ‣ Secant Pile ‣ 0,7,Actual,2,55
P484,P484 ‣ Secant Pile ‣ 2,10,Actual,0,120
P4110-P,P4110-P ‣ C.Piles 1200mm ‣ 3,3,Actual,0,71
P466-F09,P466-F09 ‣ Secant Pile ‣ 0,10,Actual,sec1-1(261-258-255-252-249-246-243-240-237-234)Hard,150
P5003-S,P5003-S ‣ Secant Pile ‣ 1,7,Actual,1-1 4hard and 3 soft,88
P5012,P5012 ‣ Secant Pile ‣ 0,6,Actual,2,72
P5012,P5012 ‣ Secant Pile ‣ 0,2,Actual,4,28
P484,P484 ‣ Supply of Concrete Panel ‣ 1,60,Actual,,
P452,P452 ‣ Secant Pile ‣ 0,4,Actual,4,68
P473,P473 ‣ Site Preliminaries ‣ 0,1,Actual,,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P4-A,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P4-C,
P480,P480 ‣ C.Piles 900mm ‣ 0,2,Actual,P3-A,
P487,P487 ‣ Excavation to General PL ‣ 2,17,Actual,1,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 4,3,Actual,3b,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 4,1,Actual,3b,
P495,P495 ‣ Site Preliminaries ‣ 0,1,Actual,,
P498,P498 ‣ Vibro Compaction ‣ 0,12,Actual,1,192
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,6,Actual,P2,208.7
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,3,Actual,P3,108
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,4,Actual,P1,120.1
P5004-72-P,P5004-72-P ‣ C.Piles 1000mm ‣ 1,2,Actual,,
P5004-72-P,P5004-72-P ‣ C.Piles 1000mm ‣ 2,2,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 700mm ‣ 1,1,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 700mm ‣ 2,1,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 1000mm ‣ 2,3,Actual,,
P5008-S,P5008-S ‣ Soldier Pile (H. Beams) ‣ 0,7,Actual,Sec 1-1,
P487,P487 ‣ Secant Pile ‣ 2,17,Actual,1,153
P495,P495 ‣ Soldier Pile (H. Beams) ‣ 0,9,Actual,1,
P495,P495 ‣ Soldier Pile (H. Beams) ‣ 0,6,Actual,1,
P486,P486 ‣ Excavation Above WL ‣ 0,300,Actual,,
P466-F09,P466-F09 ‣ Secant Pile ‣ 0,15,Actual,sec1-1(248-245-242-239-236-233-230-228-226-223-220)Soft & (262-259-256-253)Hard,225
P452,P452 ‣ Secant Pile ‣ 0,11,Actual,1,121
P480,P480 ‣ C.Piles 600mm ‣ 0,1,Actual,P1-C,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P4-B,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P5-A,
P480,P480 ‣ C.Piles 900mm ‣ 0,2,Actual,P4-C,
P487,P487 ‣ Excavation to General PL ‣ 1,100,Actual,0,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 4,12,Actual,1,
P495,P495 ‣ Soldier Pile (H. Beams) ‣ 0,3,Actual,1,
P498,P498 ‣ Vibro Compaction ‣ 0,32,Actual,1,512
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,2,Actual,P1,61
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,1,Actual,P3,35.6
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,2,Actual,P2,69
P5004-72-P,P5004-72-P ‣ C.Piles 1000mm ‣ 1,1,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 1000mm ‣ 1,2,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 700mm ‣ 2,4,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 700mm ‣ 3,1,Actual,,
P5008-S,P5008-S ‣ Soldier Pile (H. Beams) ‣ 0,8,Actual,Sec 1-1,12
P5020,P5020 ‣ Mobilization Works -Soil Improvement ‣ 0,1,Actual,,
P487,P487 ‣ Secant Pile ‣ 2,5,Actual,1,45
P495,P495 ‣ Soldier Pile (H. Beams) ‣ 0,28,Actual,1,
P486,P486 ‣ Excavation Above WL ‣ 0,286,Actual,,
P486,P486 ‣ Capping Beam ‣ 0,10,Actual,,
P5012,P5012 ‣ Guide Wall ‣ 0,9,Actual,1,
P466-F09,P466-F09 ‣ Secant Pile ‣ 0,9,Actual,sec1-1(249-246-243-240-237-234-231)Soft & (263-260)Hard,135
P5003-S,P5003-S ‣ Secant Pile ‣ 1,4,Actual,"1-1 3hard piles , 1 soft",110
P452,P452 ‣ Secant Pile ‣ 0,4,Actual,4,68
P479,P479 ‣ Supply & Installation of Concrete Panels ‣ 0,28,Actual,1,
P480,P480 ‣ C.Piles 600mm ‣ 0,2,Actual,P1-C,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P4-C,
P480,P480 ‣ C.Piles 900mm ‣ 0,2,Actual,P3-A,
P487,P487 ‣ Excavation to General PL ‣ 1,80,Actual,0,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 4,8,Actual,2a`,
P493,P493 ‣ Integrity Test ‣ 0,41,Actual,,
P493,P493 ‣ Sonic Test ‣ 0,5,Actual,,
P495,P495 ‣ Supply & Installation of Concrete Panels ‣ 0,18,Actual,1,
P498,P498 ‣ Vibro Compaction ‣ 0,32,Actual,1,512
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,5,Actual,P3,179.5
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,6,Actual,P2,209.4
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,4,Actual,P1,119.8
P5004-72-P,P5004-72-P ‣ C.Piles 1000mm ‣ 1,2,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 1000mm ‣ 1,1,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 1000mm ‣ 2,1,Actual,,
P5008-S,P5008-S ‣ Soldier Pile (H. Beams) ‣ 0,5,Actual,Sec 1-1,12
P487,P487 ‣ Secant Pile ‣ 2,15,Actual,1,135
P487,P487 ‣ Secant Pile ‣ 4,1,Actual,1,9
P5012,P5012 ‣ Guide Wall ‣ 0,25,Actual,1,
P466-F09,P466-F09 ‣ Secant Pile ‣ 0,15,Actual,sec1-1 (259-256-253-250-247-244-241-238-235-232)Soft & (276-273-270-267-264)Hard,225
P5003-S,P5003-S ‣ Secant Pile ‣ 1,5,Actual,"1-1 2soft , 3hard",110
P452,P452 ‣ Guide Wall ‣ 0,28,Actual,4,
P473,P473 ‣ Mobilization ‣ 0,1,Actual,,
P480,P480 ‣ C.Piles 600mm ‣ 0,2,Actual,P1-A,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P5-D,
P480,P480 ‣ C.Piles 900mm ‣ 0,2,Actual,P3-A,
P487,P487 ‣ Excavation to General PL ‣ 1,40,Actual,0,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 4,3,Actual,2a,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 4,12,Actual,2a`,
P498,P498 ‣ Vibro Compaction ‣ 0,32,Actual,1,512
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,4,Actual, P1,120.7
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,4,Actual,P3,144
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,7,Actual,P2,245.3
P5004-73-P,P5004-73-P ‣ C.Piles 1000mm ‣ 1,1,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 700mm ‣ 2,2,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 1000mm ‣ 2,3,Actual,,
P5008-S,P5008-S ‣ Soldier Pile (H. Beams) ‣ 0,5,Actual,Sec 1-1,12
P487,P487 ‣ Capping Beam ‣ 4,12,Actual,1,
P487,P487 ‣ Secant Pile ‣ 2,3,Actual,1,
P487,P487 ‣ Secant Pile ‣ 4,2,Actual,1,
P495,P495 ‣ Supply & Installation of Concrete Panels ‣ 0,42,Actual,1,
P484,P484 ‣ Secant Pile ‣ 2,10,Actual,0,120
P5012,P5012 ‣ Mobilization ‣ 0,1,Actual,,
P466-F09,P466-F09 ‣ Secant Pile ‣ 0,9,Actual,sec1-1 (261-258-255-252)Soft & (277-274-271-268-265)Hard,135
P5003-S,P5003-S ‣ Secant Pile ‣ 1,6,Actual,1-1 .5 soft .1 hard,93
P4104-909,P4104-909 ‣ Secant Pile ‣ 0,8,Actual,1*,96
P452,P452 ‣ Secant Pile ‣ 0,8,Actual,1,88
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P4-A,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P4-B,
P480,P480 ‣ C.Piles 900mm ‣ 0,3,Actual,P5-D,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 3,7,Actual,3b`,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 4,15,Actual,2a`,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 4,6,Actual,2a,
P498,P498 ‣ Vibro Compaction ‣ 0,44,Actual,1,704
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,7,Actual,P2,244.6
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,4,Actual,P3,143.7
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,4,Actual,P1,119.7
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,1,Actual,P1A,33.2
P5004-73-P,P5004-73-P ‣ C.Piles 1000mm ‣ 1,1,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 700mm ‣ 2,1,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 1000mm ‣ 2,3,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 700mm ‣ 3,2,Actual,,
P495,P495 ‣ Supply & Installation of Concrete Panels ‣ 0,20,Actual,1,
P5002-P,P5002-P ‣ Deep Well Installation ‣ 0,1,Actual,Dw2,19
P484,P484 ‣ Supply of Concrete Panel ‣ 1,60,Actual,,
P466-F09,P466-F09 ‣ Secant Pile ‣ 0,13,Actual,sec 1-1 (263-260-257-254-251)Soft & (287-284-281-278-275-272-269-266)Hard,195
P5003-S,P5003-S ‣ Secant Pile ‣ 1,5,Actual,1-1 4 hard and 1 soft,19
P466-F09,P466-F09 ‣ Secant Pile ‣ 0,8,Actual,sec1-1 (274-271-268-265-262)Soft & (285-282-279)Hard,120
P4104-909,P4104-909 ‣ Secant Pile ‣ 0,7,Actual,1*,84
P369,P369 ‣ Integrity Test ‣ 0,52,Actual,,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P3-B,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P4-A,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P5-C,
P480,P480 ‣ C.Piles 900mm ‣ 0,2,Actual,P5-D,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 4,12,Actual,2a,
P498,P498 ‣ Vibro Compaction ‣ 0,43,Actual,1,688
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,7,Actual,P6,254.2
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,6,Actual,P2,210
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,4,Actual,P1,119.2
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,2,Actual,P1A,66.8
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,1,Actual,P7,26.3
P5004-73-P,P5004-73-P ‣ C.Piles 1000mm ‣ 1,2,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 1000mm ‣ 2,2,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 700mm ‣ 3,2,Actual,,
P487,P487 ‣ Capping Beam ‣ 4,17.5,Actual,1a,
P487,P487 ‣ Capping Beam ‣ 4,5.5,Actual,1,
P495,P495 ‣ Supply & Installation of Concrete Panels ‣ 0,20,Actual,1,
P5002-P,P5002-P ‣ Deep Well Installation ‣ 0,1,Actual,Dw2,19
P486,P486 ‣ Excavation -2.00m ‣ 0,200,Actual,,
P486,P486 ‣ Capping Beam ‣ 0,14,Actual,,
P466-F09,P466-F09 ‣ Secant Pile ‣ 0,2,Actual,sec 1-1(291-288) hard,45
P4104-909,P4104-909 ‣ Secant Pile ‣ 0,7,Actual,1*,84
P452,P452 ‣ Secant Pile ‣ 0,3,Actual,4,51
P473,P473 ‣ Guide Wall ‣ 0,24.5,Actual,3,0
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P5-C,
P480,P480 ‣ C.Piles 900mm ‣ 0,2,Actual,P5-D,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 1,1,Actual,3c,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 1,10,Actual,2,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 2,3,Actual,3c,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 3,3,Actual,3b`,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 3,9,Actual,2a,
P498,P498 ‣ Vibro Compaction ‣ 0,24,Actual,1,384
P498,P498 ‣ Vibro Compaction ‣ 0,28,Actual,1,448
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,2,Actual,p2,69.6
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,2,Actual,p6,72.7
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,1,Actual,p4,36.3
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,4,Actual,p1,119.5
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,1,Actual,p7,26.3
P5004-73-P,P5004-73-P ‣ C.Piles 700mm ‣ 1,1,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 1000mm ‣ 1,1,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 1000mm ‣ 2,1,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 700mm ‣ 3,3,Actual,,
P5008-S,P5008-S ‣ Soldier Pile (H. Beams) ‣ 0,12,Actual,Sec 1-1,
P495,P495 ‣ Supply & Installation of Concrete Panels ‣ 0,28,Actual,1,
P5002-P,P5002-P ‣ Deep Well Installation ‣ 0,1,Actual,dw18,19
P484,P484 ‣ Secant Pile ‣ 2,10,Actual,0,120
P486,P486 ‣ Excavation -2.00m ‣ 0,187,Actual,,
P466-F09,P466-F09 ‣ Secant Pile ‣ 0,11,Actual,sec2-2 (298-295-292) hard & sec1-1(289-286-283-280) hard -(275-272-269-266) Soft ,165
P4104-909,P4104-909 ‣ Secant Pile ‣ 0,7,Actual,1*,84
P4104-606 & 707,P4104-606 & 707 ‣ Soldier Pile (H. Beams) ‣ 0,20,Actual,4,
P4104-606 & 707,P4104-606 & 707 ‣ Supply of Concrete Panel ‣ 0,130,Actual,4,
P452,P452 ‣ Secant Pile ‣ 0,9,Actual,1,99
P473,P473 ‣ Guide Wall ‣ 0,18.5,Actual,2,0
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P3-A,
P480,P480 ‣ C.Piles 900mm ‣ 0,2,Actual,P5-D,
P487,P487 ‣ Excavation to General PL ‣ 4,14,Actual,0,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 3,36,Actual,2a,
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,4,Actual,P6,145.5
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,4,Actual,P5,145.4
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,2,Actual,P2,70
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,1,Actual,P4,36.2
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,2,Actual,P1,59.5
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,1,Actual,P1A,33.6
P5004-72-P,P5004-72-P ‣ C.Piles 1000mm ‣ 1,2,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 700mm ‣ 1,2,Actual,,
P5004-73-P,P5004-73-P ‣ C.Piles 1000mm ‣ 1,2,Actual,,
P5008-S,P5008-S ‣ Soldier Pile (H. Beams) ‣ 0,16,Actual,Sec 1-1,12
P479,P479 ‣ Capping Beam ‣ 0,27,Actual,1,
P495,P495 ‣ Supply & Installation of Concrete Panels ‣ 0,20,Actual,1,
P484,P484 ‣ Supply of Concrete Panel ‣ 1,60,Actual,,
P486,P486 ‣ Excavation -2.00m ‣ 0,172,Actual,,
P486,P486 ‣ Excavation to Final Pit ‣ 0,3545,Actual,,
P466-F09,P466-F09 ‣ Secant Pile ‣ 0,12,Actual,sec 2-2 (299-296-293) hard & sec1-1 (290) hard -(287-284-279-276-273-270-267-264) Soft,180
P4104-606 & 707,P4104-606 & 707 ‣ Soldier Pile (H. Beams) ‣ 0,7,Actual,4,
P452,P452 ‣ Secant Pile ‣ 0,2,Actual,2,22
P473,P473 ‣ Guide Wall ‣ 0,17,Actual,4,0
P480,P480 ‣ C.Piles 900mm ‣ 0,2,Actual,P5-D,
P480,P480 ‣ C.Piles 900mm ‣ 0,3,Actual,P4-A,
P487,P487 ‣ Excavation to General PL ‣ 3,283,Actual,0,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 3,3,Actual,2a,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 4,6,Actual,3b,
P498,P498 ‣ Vibro Compaction ‣ 0,26,Actual,1,416
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,1,Actual,P1,30
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,4,Actual,P2,140.4
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,2,Actual,P6,72.6
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,1,Actual,P4,36.5
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,1,Actual,P5,36.5
P5008-SI,P5008-SI ‣ Plate Load Test ‣ 0,2,Actual,,
P487,P487 ‣ Secant Pile ‣ 2,3,Actual,1,27
P487,P487 ‣ Secant Pile ‣ 4,3,Actual,1,27
P486,P486 ‣ Excavation to Final Pit ‣ 0,350,Actual,,
P486,P486 ‣ Excavation to Final Pit ‣ 0,175,Actual,,
P466-F09,P466-F09 ‣ Secant Pile ‣ 0,3,Actual,sec 2-2 (300-297-294) hard,45
P5003-S,P5003-S ‣ Secant Pile ‣ 1,3,Actual,3 soft sec 1-1 ,44
P4104-606 & 707,P4104-606 & 707 ‣ Deep Well Installation ‣ 0,2,Actual,0,30
P452,P452 ‣ Secant Pile ‣ 0,4,Actual,4,68
P473,P473 ‣ Secant Pile ‣ 0,6,Actual,3,66
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P3-A,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P5-C,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P4-A,
P480,P480 ‣ C.Piles 900mm ‣ 0,2,Actual,P5-D,
P487,P487 ‣ Excavation to General PL ‣ 4,991,Actual,0,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 3,5,Actual,2a,
P492,P492 ‣ Integrity Test ‣ 0,31,Actual,,
P498,P498 ‣ Vibro Compaction ‣ 0,6,Actual,1,96
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,5,Actual,P5,145.3
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,2,Actual,P4,72.8
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,2,Actual,P2,69.6
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,4,Actual,P1,120.5
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,2,Actual,P1-A,66.5
P5008-SI,P5008-SI ‣ Zone Load Test ‣ 0,1,Actual,0,0
P487,P487 ‣ Secant Pile ‣ 2,2,Actual,1,27
P487,P487 ‣ Secant Pile ‣ 4,7,Actual,1,54
P5002-P,P5002-P ‣ Deep Well Installation ‣ 0,2,Actual,Dw1/ Dw17,54
P484,P484 ‣ Secant Pile ‣ 3,5,Actual,0,60
P466-F09,P466-F09 ‣ Secant Pile ‣ 0,2,Actual,sec 1-1 (281-278) soft,15
P5003-S,P5003-S ‣ Secant Pile ‣ 1,4,Actual,4 hard 1-,88
P484,P484 ‣ Supply of Concrete Panel ‣ 1,50,Actual,,
P4104-606 & 707,P4104-606 & 707 ‣ Deep Well Installation ‣ 0,6,Actual,0,90
P4112,P4112 ‣ Supply of Concrete Panel ‣ 0,48,Actual,1,
P452,P452 ‣ Secant Pile ‣ 0,3,Actual,2,33
P473,P473 ‣ Secant Pile ‣ 0,6,Actual,3,66
P479,P479 ‣ Soldier Pile (H. Beams) ‣ 0,8,Actual,1,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P3-A,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P5-C,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P3-B,
P480,P480 ‣ C.Piles 900mm ‣ 0,2,Actual,P4-A,
P487,P487 ‣ Excavation to General PL ‣ 3,670,Actual,0,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 1,21,Actual,3a,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 3,3,Actual,3b`,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 3,6,Actual,2a,
P498,P498 ‣ Vibro Compaction ‣ 0,35,Actual,1,560
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,6,Actual,P2,209.8
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,3,Actual,P5,109.1
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,3,Actual,P6,108.9
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,1,Actual,P4,36.5
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,1,Actual,P1,30
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,1,Actual,P7,26
P5011,P5011 ‣ Stone Column ‣ 0,44,Actual,1,330
P487,P487 ‣ Secant Pile ‣ 2,3,Actual,1,27
P487,P487 ‣ Secant Pile ‣ 4,1,Actual,1,9
P466-F09,P466-F09 ‣ Secant Pile ‣ 0,6,Actual,sec 2-2(292) soft sec1-1(289-286-283-280-277)soft,90
P5003-S,P5003-S ‣ Secant Pile ‣ 1,5,Actual,"2 hard piles 1-1 , 3 soft piles 1-1 ",132
P5003-S,P5003-S ‣ Secant Pile ‣ 1,6,Actual,"5 soft piles 1-1 , 1 hard pile 1-1",44
P4104-606 & 707,P4104-606 & 707 ‣ Secant Pile ‣ 0,3,Actual,3*,39
P479,P479 ‣ Soldier Pile (H. Beams) ‣ 0,43,Actual,1,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P3-A,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P4-A,
P480,P480 ‣ C.Piles 900mm ‣ 0,2,Actual,P5-C,
P480,P480 ‣ C.Piles 900mm ‣ 0,2,Actual,P5-C,
P485,P485 ‣ Mobilization Works -Soil Improvement ‣ 0,1,Actual,,
P487,P487 ‣ Excavation to General PL ‣ 4,787.5,Actual,,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 1,2,Actual,3c,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 1,6,Actual,2,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 1,6,Actual,3a,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 2,2,Actual,3c,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 2,9,Actual,3,
P493,P493 ‣ Dynamic Test ‣ 0,9,Actual,,
P498,P498 ‣ Vibro Compaction ‣ 0,30,Actual,1,480
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,5,Actual,P5,183.8
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,3,Actual,P6,110.4
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,2,Actual,P2,69.2
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,1,Actual,P4,36.3
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,5,Actual,P1,151.7
P5002-P,P5002-P ‣ C.Piles 1200mm ‣ 0,2,Actual,P7,52.5
P5011,P5011 ‣ Stone Column ‣ 0,31,Actual,1,232.5
P487,P487 ‣ Secant Pile ‣ 4,5,Actual,1,45
P487,P487 ‣ Secant Pile ‣ 4,1,Actual,1a,10
P5003-S,P5003-S ‣ Secant Pile ‣ 1,7,Actual,1,154
P4104-606 & 707,P4104-606 & 707 ‣ Secant Pile ‣ 0,4,Actual,3*,52
P479,P479 ‣ Soldier Pile (H. Beams) ‣ 0,24,Actual,1,
P480,P480 ‣ C.Piles 600mm ‣ 0,1,Actual,P1-A,
P480,P480 ‣ C.Piles 600mm ‣ 0,2,Actual,P1-C,
P480,P480 ‣ C.Piles 900mm ‣ 0,1,Actual,P5-D,
P487,P487 ‣ Excavation to General PL ‣ 2,670.83,Actual,,
P487,P487 ‣ Supply & Installation of Concrete Panels ‣ 1,15,Actual,,
P498,P498 ‣ Vibro Compaction ‣ 0,23,Actual,1,368
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,2,Actual,p5,72.8
P5002-P,P5002-P ‣ C.Piles 1000mm ‣ 0,1,Actual,p2,35.2
